PostCommentID,Post Created-Time,Post Keyword,Post Message,Post Attachment,Comment Created-Time,Comment UserName,Comment UserID,Comment Message
121580125458_10158344828840459_10158345121315459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T06:49:54+0000,Wolfgang Petersilie,1340576982654368_,Mehr nicht?
121580125458_10158344828840459_10158345129160459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T06:53:57+0000,Nicole Seeger,1291233140934281_,
121580125458_10158344828840459_10158345145110459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:02:18+0000,Björn Örny,1120946278022600_,Viel zu wenig
121580125458_10158344828840459_10158345156960459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:07:22+0000,Christian Tiedemann,10202836932520784_,Sind ja wieder viele kleine Nazis unterwegs hier ?..... geht mal alle KiKa gucken
121580125458_10158344828840459_10158345157450459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:07:44+0000,Louis Hof,217488825414976_,Da stimmt wohl der finanzielle Anreiz zur Ausreise ?
121580125458_10158344828840459_10158345159275459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:08:48+0000,Peter Puschel,349917632034976_,"Es gibt es wunderschönes Lied von Heidi Kabel: ""In Hamburg sagt man Tschüs"". Gute Reise, liebe Leute...  Reisende soll man nicht aufhalten."
121580125458_10158344828840459_10158345161140459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:10:31+0000,Louis Hof,217488825414976_,"2 kriminelle Afghanen hat Hamburg auch weniger, seit dieser Woche. Ich wünsche viel Erfolg in Afghanistan ?."
121580125458_10158344828840459_10158345181235459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:21:04+0000,Christian Sobieski,1028093860635775_,"Ja ne, is klar. Bestimmt diejenigen, die sonst wieder ein Wiedereinreiseverbot für etliche Jahre bekommen"
121580125458_10158344828840459_10158345184470459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:23:19+0000,Viola Gietzelt,787890328054034_,"Das wichtige Wort ist ""geplant"".  Im Juni 2016 las ich bei ZEIT ONLINE, dass sich im Juni 2016 immerhin 549.209 ABGELEHNTE Asylbewerber in Deutschland aufhielten, die eigentlich hätten zurückgeführt werden müssen. Es waren darunter 406.065 ABGELEHNTE Asylbewerber, die bereits LÄNGER ALS SECHS JAHRE in Deutschland lebten.  In einem 91-seitigen Bericht von McKinsey zur Optimierung der Rückführung wird bis Ende des Jahres 2017 zusätzlich mit rund 485.000 Ausreisepflichtigen in Deutschland gerechnet. Wenn ein Bundesland ""plant"" 2000 abgelehnte Asylbewerber abzuschieben und durch intelligente Selektion der willigen Abzuschiebenden auf eine Quote von 100 % kommen sollte, hört sich das toll an, obwohl trotzdem noch fast 1 Million abgelehnter Asylbewerber im Land verweilen, oder?"
121580125458_10158344828840459_10158345197685459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:32:10+0000,Fabian Hannes,1794140640844879_,"""Entweder du gehst, oder du wirst gegangen"". Wie freiwillig, diese ""freiwillige"" Ausreise."
121580125458_10158344828840459_10158345236395459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T07:53:25+0000,Rene Kessler,1058706480874210_,Mit einem saftigen Taschengeld!
121580125458_10158344828840459_10158345274335459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:12:08+0000,Mostafa Jafari,10212881151805258_,In china ist gerade ein sack reis umgefallen
121580125458_10158344828840459_10158345279275459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:13:47+0000,Wolfgang Diercks,10210147790885112_,Ja is kla :-)
121580125458_10158344828840459_10158345293025459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:20:32+0000,Barbara Zofia Adamczyk-Polo,1707622379566698_,Gute Thema für VOX Goodbye Deutschland ??
121580125458_10158344828840459_10158345305095459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:26:32+0000,Michael Haas,10208356977818522_,"Die Meldung ist ein geradezu beleidigender Versuch der Volksverdummung und macht deutlich, dass das Vertrauen in die Neutralität der Medien aus gutem Grund beschädigt ist."
121580125458_10158344828840459_10158345313080459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:30:16+0000,Anne Nuba,10206201085504734_,Wieviel Geld gibt's noch mit?
121580125458_10158344828840459_10158345384960459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T08:56:08+0000,Mehdi Safabakhsh,10207271826985582_,Ich möchte einmal danke an alle Medien sagen ... Durch eure Hetzerei habt ihr mir mein Leben schwerer gemacht als es schon ist DANKE .... Ein Tag in meine Haut hält doch keiner von euch aus !!! Reißen ihre klappe auf und denken nicht nach bevor sie reden Hauptsache ihr seid nicht alleine mit eure braunen Meinung... Jeden Tag spür ich so viel grundlosen Hass und das nur beim Bus und Bahn fahren .... Auf der Straße gehen irgendwo stehen und sich keine Gedanken machen.... ich will mal sehen ob einer von euch das aushält... alles Gesindel hier
121580125458_10158344828840459_10158345417545459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T09:13:20+0000,Sven Bischoff,1656385934376176_,Ich würde 10€ spenden für den Flug
121580125458_10158344828840459_10158345457730459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T09:32:07+0000,Basti Totti,282196655511789_,Wer es glaubt...
121580125458_10158344828840459_10158345521560459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T09:50:29+0000,Christina Erickson,725748247591104_,"Nicht genug,  müssen mehr abreisen"
121580125458_10158344828840459_10158345837450459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T11:24:47+0000,Heide Ahlers,1262183973856807_,Yil Borig guck dir das mal an
121580125458_10158344828840459_10158346197075459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T13:13:25+0000,Lukas Pfeiffer,1148433681876343_,Endlich ??
121580125458_10158344828840459_10158346357935459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T14:01:21+0000,Novi Joy,292214864554557_,"Gut so, dann können sie anfangen ihr Land zu retten!!!!"
121580125458_10158344828840459_10158346373275459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T14:06:07+0000,Mercedes Garling,10211632066501922_,
121580125458_10158344828840459_10158346479490459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T14:39:48+0000,Petra Schulze,290639274660033_,"Wenn es die Wahrheit ist, dann Tschüss!"
121580125458_10158344828840459_10158346506355459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T14:49:25+0000,Michael Minx,1310843849008722_,Respekt....?
121580125458_10158344828840459_10158346775045459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T16:16:33+0000,Dennis Lutz,1219032698179646_,Tobi Effpunkt
121580125458_10158344828840459_10158346848240459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T16:41:18+0000,Gerhild Koeplin,348548092185766_,Bestimmt mit den Taschen voller Geld aus Deutschland !Wie dämlich ist Deutschland !Man müsste die Politiker entmündigen !
121580125458_10158344828840459_10158346966170459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T17:13:26+0000,Michaela Plogsties,419037121796576_,"Ich weiß gar nicht,was ich Ihnen wünschen soll:Dass Sie sich eines Tages auf der Flucht befinden und nirgends Schutz finden?-Es wäre so leicht,sich zu informieren.Sie könnten wissen,dass Afghanistan nicht sicher ist.Viele kluge Menschen informieren darüber täglich. Deshalb schieben einige Bundesländer nicht nach Afghanistan ab. Hamburg schiebt ab-ich kann das nicht verstehen..-Woher kommt denn bloß Ihre Wut auf Menschen,die in ihrem Land nicht mehr leben können?Mit den Flüchtlingen gab es in Deutschland auch ein ""kleines Wirtschaftswunder""-Arbeitsplätze entstanden neu.Sie haben auch von den Flüchtlingen profitiert!-"
121580125458_10158344828840459_10158347022435459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T17:35:20+0000,Karsten Witteck,1021459344655735_,Diese Anzahl ist im Jahre 2015 in 2 Stunden über die Grenze gekommen.
121580125458_10158344828840459_10158347122720459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T18:10:04+0000,Sven Bischoff,1656385934376176_,Vielleicht wollen sie ihr Land wieder aufbauen ??
121580125458_10158344828840459_10158347232770459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T18:44:20+0000,Jeanette Brüggmann,10207766630264714_,Endlich. ..
121580125458_10158344828840459_10158347320725459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T19:07:26+0000,Miguel Frübös,282126405579876_,"Schade, dass die Flüchtlinge Hamburg verlassen! Es wäre eine schöne Bereicherung für Hamburg gewesen, wenn sie ihre Kultur und ihre vielen Talente in die Sozialstruktur einbringen hätten können."
121580125458_10158344828840459_10158347520435459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T19:44:10+0000,Michelle Eggers,351426711891870_,Geillll
121580125458_10158344828840459_10158348094610459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-03-31T21:46:29+0000,Felix Pla,1548734721803517_,Ein glück
121580125458_10158344828840459_10158350001180459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T07:14:52+0000,Rena Klein,198469293949064_,und tschö! ?
121580125458_10158344828840459_10158350784845459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T12:16:16+0000,Florian Zahn,1246470548749399_,April April ?
121580125458_10158344828840459_10158351035445459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T13:28:50+0000,Melissa Alizadeh,1212097865550568_,Gina Sahra auf den Krieg ist besser als Hamburg
121580125458_10158344828840459_10158351603290459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T16:09:03+0000,Ilka Rux,795021703962855_,"Ihr habt da nen Fehler im Text, statt freiwillig müsste da bezahlt stehen und der Hinweis das es sich lohnt über Deutschland zu reisen, ein Nachweis das man wirklich da war, dafür darf gerne der Postkasten vor der Arge genutzt werden spart man Wartezeit sowie die Kosten einer Briefmarke und somit reist man kostenlos weiter und erhält ein deftiges Taschengeld!"
121580125458_10158344828840459_10158351761975459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T16:45:00+0000,Rainer Schubert,1850486248530146_,Kein Schlaraffenland vorgefunden?
121580125458_10158344828840459_10158353061625459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-01T22:11:52+0000,Jannik Groundstroem,1880135258888239_,Kerstin Groundstroem?? uuund tschüß
121580125458_10158344828840459_10158355935895459,2017-03-31T04:44:35+0000,"Flüchtling,Asyl",Die Zahl der freiwilligen Ausreisen von Asylbewerbern in Hamburg hat 2016 einen Rekordwert erreicht. Die Hintergründe.,2257 Flüchtlinge reisen freiwillig aus Hamburg in Heimat,2017-04-02T14:29:54+0000,Achim Hoffmann,1687148711310171_,Vorbildlich !
121580125458_10158336320005459_10158336333260459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:13:26+0000,Christian Schrey,1391815807495973_,Schulz hatte recht: Wertvoller als Gold.  Gut so!!
121580125458_10158336320005459_10158336336990459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:15:23+0000,Michael Stade,298070080625510_,Das ist wirklich irre. 56 Millionen Euro Kosten nur für Bewachung im Jahr 2016. Was für Kosten kommen denn noch an's Tageslicht? Und das allein in Hamburg. Gute Nacht Deutschland.
121580125458_10158336320005459_10158336341005459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:17:57+0000,Achim Falk,10154329240299773_,"würden manche Vollidioten nicht auf Flüchtlinge losgehen, bräuchte es keine Bewachung......fühlt Euch ruhig angesprochen"
121580125458_10158336320005459_10158336343345459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:19:40+0000,Rona Hamburg,10207933171268749_,Die arbeiten (sich) alle schwarz.
121580125458_10158336320005459_10158336352635459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:26:15+0000,David Levy,946396482160493_,Schrecklich daß man dieses mit Steuergeldern finanziert.
121580125458_10158336320005459_10158336355985459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:26:51+0000,Torsten Flessau,1547123405302729_,5600 Euro nur für die Bewachung ? Und der sozial schwache Deutsche muß zur TAFEL um sich Lebensmittel zu holen -  bzw. der Rentner/in läuft los und sammelt Flaschen.....  bestimmt nicht aus Spaß.  Soweit zum Thema soziale Gerechtigkeit in Deutschland.
121580125458_10158336320005459_10158336389850459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:35:34+0000,Thomas Steinborn,1168837873200176_,Da sahnen doch einige Unternehmen richtig ab!
121580125458_10158336320005459_10158336395785459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:38:00+0000,Christian Glaß,1527057553975676_,Es wird der Staat abgezockt wo es nur geht ....da können wir uns sicher sein !
121580125458_10158336320005459_10158336396270459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:38:19+0000,Marie Niert,1834752520136918_,"NATÜRLICH nicht, die Sicherheitsdienste nagen am Hungertuch .... es werden Minijobs geschaffen, aber es wird voll abgerechnet. Super Geschäftsmodel!"
121580125458_10158336320005459_10158336399910459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:40:44+0000,Uwe Adomat,1163605510426550_,Wie war das noch : Deutschland ist ein Reiches Land / Genau mittlerweile auf Platz 35 angekommen Ergo es geht ABWÄRTS
121580125458_10158336320005459_10158336403650459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:43:01+0000,Jan-Peter Kessel,1199853573395914_,Wir haben es ja. ?
121580125458_10158336320005459_10158336406465459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:45:06+0000,Andreas Malzahn,1518984634784616_,Najaaa... Solange die Bewohner sich untereinander an die Wäsche gehen.... ...sollten sich die privaten da raushalten.
121580125458_10158336320005459_10158336407805459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:45:51+0000,Jessica Kater,1255338917856933_,Naja...gut...dann soll aber bitte jeder bewacht werden. Denn es werden alle Menscheb angegriffen nicht nzr die Flüchtlinge? aber okay
121580125458_10158336320005459_10158336415330459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T06:49:51+0000,Wolfgang Petersilie,1340576982654368_,
121580125458_10158336320005459_10158336436585459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T07:00:40+0000,Claudine Hamerick,10206740338905858_,"Aber das ist doch wunderbar. Endlich haben ehemalige Knastis mal die Möglichkeit einen Job zu bekommen. Diese offenen, klugen und pazifistischen Menschen ohne Schulbildung können nun endlich weg von Harz4 und Schwarzjob. Da fühlen sich die Flüchtlinge bestimmt gleich sicherer."
121580125458_10158336320005459_10158336451285459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T07:10:22+0000,Detlef Ralf Köhler,10154815774156870_,"Das sollten die Idioten bezahlen, die vor diesen Heimen stehen und rumbrüllen."
121580125458_10158336320005459_10158336456620459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T07:13:43+0000,Reinhard Rybicki,243222586153328_,"Aus sicheren Drittstaaten kommen keine ""Flüchtlinge"""
121580125458_10158336320005459_10158336461385459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T07:16:08+0000,Drejtim Ajrulahi,10207217924440344_,Konrad Sidorowicz Kemal Kalundirej
121580125458_10158336320005459_10158336462265459,2017-03-29T06:05:56+0000,Flüchtling,Für die Bewachung der Unterkünfte muss Hamburg Tausende Euro pro Flüchtling aufbringen. Profitieren Sicherheitsdienste über Gebühr?,Hamburg: Bewachung der Heime kostet 5600 Euro pro Flüchtling,2017-03-29T07:16:28+0000,Drejtim Ajrulahi,10207217924440344_,Felix Golein
